% Model,TEC_discharge_model_0018.mph
% Version,COMSOL 5.5.0.359
% Date,"Mar 23 2021, 16:55"
% Table,Simulation Data - 
% Time (s),"Current_Out_Probe (pt. 5) (No parameters) (1/m), Point: 4",SoC cell (No parameters) (m^4),Ah cell (No parameters) (m^4),"Cell voltage (5,t) (No parameters) (1), Point: 4","OCP NE [V] (No parameters) (1), Point: 1","OCP PE [V] (No parameters) (1), Point: 4",Max cell temperature [K] (No parameters) (1)
0,11.544675820122556,0.9999999994621698,6.4138461648485225E-9,4.025200351457641,0.11148736848157133,4.305143468853671,298.00000000000006
1,11.544768440842786,0.9997311161946497,0.0032069294191114546,4.009979171656532,0.1116063976030111,4.291444557331146,298.00000000000006
2,11.544785456321732,0.9994622329274854,0.006413852419941096,4.003697815568841,0.11163388711995582,4.285894172408926,298.00000000000006
3,11.544792244580917,0.9991933496600021,0.009620775424627939,3.999041532959357,0.11165968597201746,4.281857493008014,298.00000000000006
4,11.544796574275336,0.9989244663922408,0.012827698432413668,3.9948082490686825,0.11169328335268787,4.278314745926458,298.00000000000006
5,11.544798699557253,0.9986555831244759,0.016034621440316366,3.991101724761111,0.11173742024421092,4.2752797453388265,298.00000000000006
6,11.544799197647105,0.998386699856685,0.0192415444484519,3.987728787204238,0.11183113262504076,4.272599481595615,298.00000000000006
7,11.544798706551784,0.9981178165888744,0.022448467456865094,3.984626658914764,0.11196611457268481,4.270188496237168,298.00000000000006
8,11.544797642063214,0.9978489333210361,0.02565539046558049,3.981757213882967,0.11212111724173646,4.267990751975508,298.00000000000006
9,11.544796304708719,0.9975800500537326,0.02886231346799096,3.979093520946374,0.11228185956055742,4.265967247837246,298.00000000000006
10,11.544794795869413,0.9973111667888076,0.03206923644195293,3.9765826272228804,0.1124410916147999,4.264061227541952,298.00000000000006
11,11.544793329657162,0.9970422835195724,0.03527615946736209,3.974233251759263,0.11258912984851145,4.26227909010712,298.00000000000006
12,11.544792087533878,0.9967734002509363,0.03848308248556327,3.9720307554676033,0.1127201608072259,4.260610508670455,298.00000000000006
13,11.544791225015716,0.9965045169828015,0.04169000549785197,3.9699570121783783,0.11283053530335298,4.259042292913839,298.00000000000006
14,11.54479094380914,0.9962356337148689,0.04489692850772674,3.9679960330727604,0.11291774989054755,4.257562773566949,298.00000000000006
15,11.544791248506787,0.9959667504469613,0.04810385151728377,3.9661320156224837,0.11298018277229462,4.256160023772024,298.00000000000006
16,11.544792216523604,0.995697867179032,0.051310774527145775,3.964351502139786,0.11301656085329802,4.254824912077482,298.00000000000006
17,11.544793905214757,0.9954289839110726,0.0545176975372991,3.9626425109123455,0.11302611266367486,4.253550223124176,298.00000000000006
18,11.54479634728298,0.9951601006430972,0.05772462054760992,3.9609933183283346,0.1130243315562117,4.252330108854022,298.00000000000006
19,11.544799558538557,0.9948912173678841,0.06093154364435119,3.959396934174835,0.1130203022222211,4.251159580590743,298.00000000000006
20,11.544803532356473,0.9946223341154843,0.06413846646890908,3.957846805653221,0.11301450002594625,4.250034473188322,298.00000000000006
21,11.54480825432536,0.9943534508498258,0.06734538945167133,3.9563373927759384,0.11300733420912092,4.2489510631144185,298.00000000000006
22,11.54481370171958,0.9940845675802547,0.07055231248108497,3.9548641214883036,0.11299915816943086,4.247906061744667,298.00000000000006
23,11.544819848857331,0.9938156843186663,0.07375923541525387,3.953422571168842,0.11299027927490031,4.246896564158154,298.00000000000006
24,11.544826665384983,0.9935468010554442,0.07696615836891171,3.9520107056007774,0.1129809691988796,4.245919992050323,298.00000000000006
